location,year,hate_crime_incident_count,BEA_percapita_personal_income,BEA_personal_income_mills,1_revenue,2_general_revenue,3_intergovernmental_revenue,4_from_federal_government,5_from_state_government,6_from_local_governments,7_general_revenue_from_own_sources,8_taxes,9_property,10_sales_and_gross_receipts,11_general_sales,12_selective_sales,13_motor_fuel,14_alcoholic_beverage,15_tobacco_products,16_public_utilities,17_other_selective_sales,18_individual_income,19_corporate_income,20_motor_vehicle_license,21_other_taxes,22_charges_and_miscellaneous_general_revenue,23_current_charges,24_education,25_institutions__of_higher_education,26_school_lunch_sales_gross,27_hospitals,28_highways,29_air_transportation_airports,30_parking_facilities,31_sea_and_inland_port_facilities,32_natural_resources,33_parks_and_recreation,34_housing_and_community_development,35_sewerage,36_solid_waste_management,37_other_charges,38_miscellaneous_general_revenue,39_interest_earnings,40_special_assessments,41_sale_of_property,42_other_general_revenue,43_utility_revenue,44_water_supply,45_electric_power,46_gas_supply,47_transit,48_liquor_store_revenue,49_insurance_trust_revenue,50_unemployment_compensation,51_employee_retirement,52_workers_compensation,53_other_insurance_trust_revenue,54_expenditure,55_intergovernmental_expenditure,56_direct_expenditure,57_current_operations,58_capital_outlay,59_construction,60_other_capital_outlay,61_assistance_and_subsidies,62_interest_on_debt,63_insurance_benefits_and_repayments,64_exhibit_salaries_and_wages,65_direct_expenditure_by_function,66_direct_general_expenditure,67_capital_outlay,68_other_direct_general_expenditure,69_education,70_capital_outlay,71_higher_education,72_capital_outlay,73_elementary__secondary,74_capital_outlay,75_other_education,76_libraries,77_public_welfare,78_cash_assistance_payments,79_vendor_payments,80_other_public_welfare,81_hospitals,82_capital_outlay,83_health,84_employment_security_administration,85_veterans_services,86_highways,87_capital_outlay,88_air_transportation_airports,89_parking_facilities,90_sea_and_inland_port_facilities,92_police_protection,93_fire_protection,94_correction,95_capital_outlay,96_protective_inspection_and_regulation,97_natural_resources,98_capital_outlay,99_parks_and_recreation,100_capital_outlay,101_housing_and_community_development,102_sewerage,103_capital_outlay,104_solid_waste_management,105_capital_outlay,106_financial_administration,107_judicial_and_legal,108_general_public_buildings,109_other_governmental_administration,110_interest_on_general_debt,111_miscellaneous_commercial_activities,112_other_and_unallocable,113_utility_expenditure,114_capital_outlay,115_water_supply,116_electric_power,117_gas_supply,118_transit,119_liquor_store_expenditure,120_insurance_trust_expenditure,121_unemployment_compensation,122_employee_retirement,123_workers_compensation,124_other_insurance_trust,125_debt_outstanding,126_shortterm,127_longterm,130_public_debt_for_private_purposes,134_longterm_debt_issued,135_longterm_debt_retired,136_cash_and_security_holdings,137_insurance_trust_funds,138_unemployment_compensation,139_employee_retirement,140_workers_compensation,141_miscellaneous,142_other_than_insurance_trust_funds,143_offsets_to_debt,144_bond_funds,145_other
Massachusetts,2013,351,56628,382611.1,82199710,65797399,14582047,14582047,0,0,51215352,38830496,14324869,7784595,5184312,2600283,651375,77357,558297,23738,1289516,12876192,1888449,381189,1575202,12384856,7675806,2718801,2413474,124544,291888,800770,608100,45966,84576,20589,128039,345521,1590335,143699,897522,4709050,1072737,27776,15255,3593282,3422069,1260883,1386985,47222,726979,0,12980242,3838652,8988053,67054,86483,80752126,6725,80745401,59086022,7476901,6054558,1422343,1037748,3395059,9749671,19527570,80745401,66100291,6568828,59531463,20898687,2559746,4970835,1000884,14780477,1546838,1147375,300445,16825658,599770,15001234,1224654,1431209,88287,929173,285488,73490,3041414,1478275,572042,25973,87067,2251161,1114175,910683,28514,254288,262721,67737,399516,80565,2738611,1090563,477992,393678,12320,980489,1198321,729983,400346,2952165,24182,5928763,4895439,908073,1076057,1318210,42061,2459111,0,9749671,2610603,6226420,48558,864090,89630567,1572386,88058181,20483621,10829612,10528700,113086560,61903434,1397925,60435032,41260,29217,51183126,28225631,2224760,20732735
Massachusetts,2014,376,58924,401832.5,87971825,69035842,14776904,14776904,0,0,54258938,40622548,14732296,8284715,5518580,2766135,732207,78817,660029,23736,1271346,13246221,2194620,390879,1773817,13636390,8087147,2831289,2473673,161471,302408,901624,653702,47951,94190,21802,134685,358989,1645393,134921,960193,5549243,1281666,20155,17846,4229576,3576943,1310493,1459794,53361,753295,0,15359040,1582956,13596752,56638,122694,83942218,166,83942052,63464354,7483181,5905664,1577517,457578,3200633,9336306,20216005,83942052,69603353,6580900,63022453,21388584,2104997,4955518,815982,15229638,1274956,1203428,302114,18148922,1341,16525205,1622376,1018849,17048,1349960,243642,80288,3513512,1784441,607836,26207,91401,2559353,1154806,695208,10471,275981,369285,92461,359393,68617,2773061,1179106,473293,383148,11418,1650872,1128067,944213,436769,2769190,24486,6129100,5002393,902281,1080380,1377334,46217,2498462,0,9336306,2428951,6122973,53660,730722,88962560,1761633,87200927,20636455,9632125,8179478,119978545,70169916,1556534,68557154,16143,40085,49808629,27550417,2169275,20088937
Massachusetts,2015,416,62376,428228.9,84238815,72774225,15768754,15768754,0,0,57005471,43032918,15343269,8642974,5803934,2839040,756121,80815,647101,23736,1331267,14491903,2227381,441078,1886313,13972553,8348505,2876810,2534048,158332,319202,931503,696220,45017,99697,24236,148467,387902,1678189,138998,1002264,5624048,1279147,13479,119508,4211914,3776985,1390698,1524849,57269,804169,0,7687605,1599745,5792189,77920,217751,87027762,1538,87026224,65535017,8715006,6915141,1799865,995832,3332535,8447834,21110366,87026224,72074258,6627927,65446331,21878366,2088948,5150616,877488,15490568,1198104,1237182,305911,19719540,521423,17738909,1459208,1575450,93609,1178676,215867,82815,3957367,1864889,623833,19183,97671,2426320,1241040,913575,35458,278152,311171,71284,477492,122089,2611007,1107906,377121,382537,17230,957253,1135194,805121,423647,2909412,23840,6415912,6504132,2087079,1136618,1438509,51393,3877612,0,8447834,1617582,6540893,53196,236163,90576701,1608134,88968567,20300296,8913992,7526841,119608884,68103206,2017002,66034500,11619,40085,51505678,27562716,2329239,21613723
Massachusetts,2016,399,64295,444184.1,85616442,76247163,17123629,17123629,0,0,59123534,44213726,16091000,9139496,6089860,3049636,766553,83395,640839,0,1558849,14430331,2333892,464428,1754579,14909808,8750381,3061921,2700547,174030,307109,974092,728037,47279,108973,24076,158321,397348,1722991,140262,1079972,6159427,1217101,11952,84262,4846112,3862729,1486938,1492477,52486,830828,0,5506550,1453428,3652153,90945,310024,90082479,3785,90078694,68657171,8612834,6833660,1779174,984640,3304076,8519973,21553284,90078694,75269071,6733843,68535228,21962330,1793505,5194474,741707,15482147,1038747,1285709,328632,21859222,490317,19852624,1516281,1580333,87118,1449974,216627,83230,3845033,1969437,616880,17806,100769,2515455,1256997,914586,32366,288082,286173,52970,505789,123103,2782713,1225203,449351,408718,24039,978889,1167817,905482,425244,2895229,20675,6631183,6289650,1878991,1173946,1398511,45995,3671198,0,8519973,1492307,6976846,47260,3560,95752932,1734482,94018450,20461443,10548115,8460826,119712896,67009343,2053776,64904496,11619,39452,52703553,27443929,2975094,22284530
Massachusetts,2018,361,69517,486203.9,100470956,82040233,18045320,18045320,0,0,63994913,48222959,17657712,9465992,6490305,2975687,769144,85843,594173,0,1526527,16280331,2408947,444827,1965149,15771954,9336043,3172010,2768510,209121,392220,1099253,853746,53742,133780,32522,156611,386674,1785739,142837,1126910,6435911,1334816,10050,25617,5065428,3954746,1566117,1438999,51376,898254,0,14475978,1631280,12311973,92323,440402,96068850,0,96068850,74004353,8505210,6228266,2276945,1040193,3520708,8998386,23745664,96068850,80192562,6284407,73908155,23411062,1700299,5422596,728543,16583568,959887,1404898,321944,23807544,529252,21517606,1760686,1612105,56135,1831717,185244,6573,3458530,1658245,623525,16095,112250,2342025,1355711,1501681,47388,311202,266693,48547,511965,117686,2818111,1367835,470420,396459,18099,1184229,1064415,1039166,461783,3139453,16558,7028690,6877901,2220803,1473225,1390426,45370,3968880,0,8998386,1500798,7454588,43000,0,97882031,2143296,95738735,20456916,8101240,7341990,143433672,88426689,2510544,85794966,61241,59938,55006983,25995214,4579144,24432625
Massachusetts,2019,376,72202,506614.2,98005163,85813381,18715589,18715589,0,0,67097792,50604827,17854301,10036715,6834003,3202712,775463,87121,553261,0,1786867,17150964,2946667,448837,2167343,16492965,9423767,3148797,2713707,232996,392823,1094289,904180,57246,159582,32877,149843,391830,1842933,128619,1120748,7069198,1584110,8937,54169,5421982,3941998,1639890,1332161,52573,917374,0,8249784,1831148,5860388,92323,465925,98667207,1468,98665739,76338784,7984617,5410080,2574537,1084666,3703339,9554333,23834809,98665739,82391206,6185274,76205932,23597683,1590323,5157943,487659,16925318,1090665,1514422,334311,24639146,529154,22154310,1955682,1575344,48486,1963376,215600,5955,3242014,1534613,709768,21823,119966,2412463,1430183,1605155,65201,342602,272580,44780,534292,130185,2977726,1426811,494757,408076,14045,1242806,1119358,1028023,456854,3329790,18814,7360686,6720201,1799343,1567912,1398421,41580,3712287,0,9554333,1451316,8060017,43000,0,98310530,2098938,96211592,20123328,8666737,7654041,146523751,90688905,3353882,87174810,61241,98972,55834847,26594316,4305813,24934718
Michigan,2013,333,39566,393576.8,96812774,77310557,19767827,19767827,0,0,57542730,37083957,13027961,12576677,8465895,4110782,956173,138900,958961,104640,1952108,8575468,895183,943486,1065182,20458773,14594418,5504350,4939105,164400,3654492,140350,467951,82278,2295,46631,212556,74994,2028315,228093,2152113,5864355,1401361,209628,95735,4157631,2791464,1663129,1041840,0,86495,912112,15798641,3813056,11974654,10931,0,89106474,13613,89092861,68598470,5571586,4213634,1357952,1234616,3425086,10263103,24036598,89092861,74728437,5033944,69694493,27963539,2293448,10481050,1330783,16445954,962510,1036535,353328,13261672,320770,10405335,2535567,4067564,47633,4521010,191770,0,3399675,1191207,436550,71699,4464,2537056,906385,2510257,80171,366687,420620,100545,818032,176342,1319863,1836424,416026,433735,23790,946382,1158537,214209,644401,3180098,99079,3065401,3358660,537642,1616743,1125064,0,616853,742661,10263103,2332122,7918077,12904,0,76699874,1158633,75541241,15313802,8911004,9007801,128478002,72021375,2913458,69084198,23719,0,56456627,18617164,6676606,31162857
Michigan,2014,320,41207,411019.8,99854338,78015411,19404879,19404879,0,0,58610532,37404640,13211017,12879401,8715827,4163574,964119,143641,942148,102944,2010722,8334619,881011,979061,1119531,21205892,15292525,5637422,5075524,160602,3760330,138700,465341,80264,2526,54510,198031,81347,2020008,247254,2606792,5913367,1446486,187244,66699,4212938,2789882,1594847,1112621,0,82414,957064,18091981,3456565,14624485,10931,0,92044509,12670,92031839,69787109,5964717,4460298,1504419,1290078,3305156,11684779,24140898,92031839,76347150,5425558,70921592,28559081,2545966,11015556,1688565,16343304,856911,1200221,352847,13887784,329266,10936186,2622332,4125613,43626,4369118,183659,0,3457654,1295571,488329,61262,7678,2397917,911120,2525414,60013,333532,394415,66748,885682,244181,1179626,2243737,409510,461238,16978,971830,1177862,238805,664608,3178706,101609,3188024,3220634,539159,1488401,1084604,0,647629,779276,11684779,3432803,8239072,12904,0,76391971,1248763,75143208,14963716,9307965,8155220,135725316,79396189,-1533342,80905812,23719,0,56329127,19256734,6138989,30933404
Michigan,2015,309,43425,433688.6,95113232,83604319,22037803,22037803,0,0,61566516,39652327,13596677,13403003,9211783,4191220,1010395,145399,959852,100036,1975538,9306938,1185568,1018071,1142070,21914189,15935245,5827139,5266896,157318,4057500,147752,497793,87157,2625,66797,203902,82820,2025410,239900,2696450,5978944,1433913,198677,80325,4266029,2787504,1575567,1124828,0,87109,1021890,7699519,1528668,6151965,18886,0,93510917,11023,93499894,73397079,6127145,4554231,1572914,1227677,3221375,9526618,24473628,93499894,79771454,5462620,74308834,28932005,2327416,11028092,1359914,16730543,967476,1173370,344376,16378693,239071,13457679,2681943,4356241,42817,4186910,107954,0,3649212,1408539,484520,56435,5800,2434339,917613,2496235,33512,421924,417650,70738,952794,275293,1159700,2185809,547864,495403,17300,1090568,1138136,241982,701169,2991453,106156,3518377,3376893,664525,1599267,1172703,0,604923,824929,9526618,874143,8640008,12467,0,76607004,1404381,75202623,15755070,14689434,13560801,147080324,85671324,5148552,80486569,36203,0,61409000,18518613,6105148,36785239
Michigan,2016,406,44527,446030.2,98854813,85797532,22388750,22388750,0,0,63408782,40677328,14034722,13607018,9263616,4343402,1017267,156499,946468,88119,2135049,9700044,1052320,1060521,1222703,22731454,16531848,5972768,5399758,157751,4311076,146099,507002,87961,2801,57333,212989,67701,1957071,266979,2942068,6199606,1427284,210368,66558,4495396,2718845,1524301,1108791,0,85753,1021890,9316546,1415220,7886022,15304,0,96459823,8025,96451798,75616891,6566735,5075380,1491355,1374069,3319032,9575071,25022500,96451798,82625733,5840799,76784934,29997117,2668098,11719911,1604980,16951162,1062838,1326044,382716,16927188,265879,13607843,3053466,4628045,46110,4372475,176033,0,3833532,1480207,530339,61946,7182,2509076,927144,2521401,34497,459196,424474,56990,1014058,304417,1107947,2362490,490566,497773,13544,1087940,1167757,210561,714038,3135578,106921,3462806,3426065,725936,1626517,1128808,0,670740,824929,9575071,849313,8710069,15689,0,72933428,1331888,71601540,16487813,13793353,17811337,150917924,88745020,6172072,82537082,35866,0,62172904,19742241,7012816,35417847
Michigan,2018,439,47314,476476.8,111396494,90930686,22854963,22854963,0,0,68075723,43712824,14648131,14666770,9595949,5070821,1473002,165758,920907,87640,2423513,10728991,971032,1337873,1360027,24362899,17672002,6317178,5731413,154375,5136512,144113,530309,74861,3589,71531,211983,62024,1863193,262059,2994651,6690897,1392906,197362,102726,4997903,2990843,1469512,1427078,0,94254,1123653,16351311,1348882,14987125,15304,0,102850679,1615,102849064,81032688,7275848,4858746,2417102,1571332,3049686,9919510,25823591,102849064,88381270,6599747,81781524,32345460,3319259,12462149,1756673,18216290,1560267,1667021,406216,17446741,181503,13572776,3692462,5425281,26215,4262767,176744,0,4666288,1568946,592228,48440,2769,2693807,1065704,2495814,21958,505220,454114,21006,1158769,358267,1032089,2348969,278777,537318,28044,1562841,1312884,213034,798351,2906119,106904,3816397,3645254,676101,1406694,1475962,0,762598,903029,9919510,766417,9137404,15689,0,69419668,914733,68504934,13386738,6599136,7207313,163042351,102122689,8204170,93882653,35866,0,60919662,16424353,4122832,40372476
Michigan,2019,404,48820,492022.2,107632582,94423525,24171800,24171800,0,0,70251725,44566893,15215664,14617483,9613796,5003687,1476484,169073,887071,86428,2384631,10772247,1142671,1375049,1443780,25684832,18514871,6436601,5833509,146559,5603048,150679,553189,74521,3117,69831,218685,63521,1934042,262615,3145021,7169961,1827796,157692,99127,5085346,3015895,1496100,1436233,0,83562,1181471,9011690,1296359,7702001,13330,0,108263852,7615,108256237,85091348,8036633,5332913,2703720,1658076,3282531,10187649,26661156,108256237,93369466,7266814,86102652,33114602,3451111,12656084,1778858,18679885,1669897,1778633,410316,19003485,183599,14975350,3844536,5826458,38963,4293326,184312,0,5270181,1924472,586954,59100,53513,2773051,1103316,2571113,61953,545447,488811,32195,1046625,217008,1060586,2507758,328414,556047,36966,1596926,1402375,226874,876223,3129320,102560,4580188,3745283,769819,1470105,1517628,0,757551,953839,10187649,736593,9441564,9492,0,72348116,772772,71575343,15118812,10050493,7923304,168640319,101790284,9252908,92503980,33396,0,66850034,18240729,4276864,44332442
Minnesota,2013,144,47838,259781.8,65560197,51510775,9489621,9489621,0,0,42021154,30813438,8119340,10326363,5935318,4391045,888010,78479,380304,101263,2942989,9329085,1223309,630005,1185336,11207716,7372698,2401768,1827968,183168,1710506,51857,345533,80889,14514,62483,275043,206662,747952,256612,1218879,3835018,936564,337606,47866,2512982,2149317,627233,1390832,109541,21711,315647,11584458,2773230,8728319,82909,0,55457627,0,55457627,41426389,5821318,4356479,1464839,1200793,1875660,5133467,15470537,55457627,47696010,5418865,42277145,16008185,1551842,4648241,503879,10346467,1016760,1013477,221651,11820322,657769,9555889,1606664,2104303,63161,964575,56082,9821,3833079,2238916,386711,67081,63005,1655812,375246,853868,10602,156763,728686,85513,971032,197712,849185,716244,205821,347852,24157,753488,676620,236626,519674,1775233,37449,1507417,2326910,396937,659078,1347494,104459,215879,301240,5133467,1107096,3969081,57290,0,48128037,491425,47636612,9937750,5959121,5324299,93590866,54582657,1421534,53118350,42773,0,39008209,16993986,2731754,19282469
Minnesota,2014,98,49967,273488,67486617,52244019,9809036,9809036,0,0,42434983,30677514,7674097,10053508,5548623,4504885,884162,89289,657906,116230,2757298,9623831,1325656,701051,1299371,11757469,7945981,2405332,1826800,182780,1912910,125511,302894,86986,11165,68981,263628,281402,991057,266165,1229950,3811488,855127,323587,36794,2595980,2349849,636783,1467840,126727,118499,322998,12569751,815787,11674048,79916,0,59428583,17,59428566,44605189,6066885,4657574,1409311,1240504,1783776,5732212,15972092,59428566,50435580,5473211,44962369,16472815,1407389,4676531,319033,10740370,1069928,1055914,223019,12914398,667315,10358985,1888098,2090781,47191,1062217,56751,10854,4214010,2522093,362443,59081,67499,1740632,440518,879834,9236,164368,808095,80179,1004588,167526,945236,868217,160637,363925,13158,818282,733543,307251,545862,1675548,41553,1564260,2944583,590842,742006,1551122,119919,531536,316191,5732212,1385854,4287440,58918,0,50531616,349688,50181928,10918806,4900750,4968048,104616828,60749568,221508,60485171,42889,0,43867260,18237646,2381332,23248282
Minnesota,2015,109,51985,286422.9,66048761,56499189,11680927,11680927,0,0,44818262,32665318,8368150,10325495,5651781,4673714,884596,90636,652046,118682,2927754,10370047,1476629,739012,1385985,12152944,8154212,2379074,1872130,181038,1951933,126925,319087,89051,18637,79489,281680,301791,1075131,285953,1245461,3998732,1026910,337099,45522,2589201,2412118,646537,1494382,150023,121176,333948,6803506,985902,5737344,80260,0,60595397,242,60595155,45969663,6302614,4626867,1675747,1226072,1834771,5262035,16321200,60595155,52214439,5793613,46420826,16981462,1638702,4692019,309311,11414003,1328863,875440,233116,13565758,639466,10917375,2008917,2023299,63036,1095091,51261,16348,4403912,2507207,345510,63544,60531,1840392,452116,910930,9401,175280,890907,104695,1059057,191991,939749,874525,143373,340819,13636,821766,707681,375624,563505,1712837,43540,1665879,2827540,504271,711119,1494508,122658,499255,291141,5262035,774496,4436708,50831,0,51364942,115731,51249211,11230492,6210638,5363078,111280473,64908079,3028628,61830123,49328,0,46372394,18504796,2522220,25345378
Minnesota,2016,119,52596,292234.9,63851206,58196185,11942744,11942744,0,0,46253441,33676617,8660062,10503466,5763175,4740291,901156,93991,650042,116086,2979016,10732570,1515697,756419,1508403,12576824,8434839,2493451,1959588,185392,2007841,134913,326404,94341,17613,91714,295207,304546,1107393,318374,1243042,4141985,906860,430499,87637,2716989,2327734,664003,1433868,108170,121693,317891,3009396,873079,2056043,80274,0,65181889,145,65181744,49205066,7423859,5709039,1714820,1284315,1777624,5490880,16853955,65181744,56578548,6863688,49714860,18245878,2132983,5082362,416628,12229969,1709930,933547,246657,15237715,638683,12468218,2130814,2118844,51587,1168501,47134,13351,4975369,3017664,378213,63067,47471,1908285,487954,987019,16071,186140,840674,100142,1115509,195640,1026932,909965,141405,360767,20858,854095,747520,447539,632287,1666141,44693,1820828,2834570,553681,711863,1463069,102656,556982,277746,5490880,836710,4608220,45950,0,52307230,57425,52249805,11324715,7063832,5798678,112016248,62491122,3199676,59235961,55485,0,49525126,19130265,2108999,28285862
Minnesota,2018,126,56568,319619.1,79464460,62561408,12686741,12686741,0,0,49874667,35975054,9242973,11116073,6079052,5037021,936893,97614,593410,159456,3249648,11882330,1357004,818684,1557991,13899613,8997269,2605988,2035565,192316,2097188,200757,369663,97743,16542,89341,351770,315674,1151133,357502,1343969,4902345,905214,334550,74271,3588310,2694709,815485,1655860,96524,126840,367003,13841341,800715,12966195,74431,0,72269804,1766,72268038,54805840,8233685,5614005,2619680,1511891,1810069,5906553,18611248,72268038,62444683,7563880,54880803,20070324,2532610,5595415,333020,13415696,2199096,1059213,257381,16977299,752762,13784496,2440041,2068444,56462,1514274,42130,31239,4853138,2925193,526121,72763,57415,2224606,504046,1204304,28929,165794,827179,88368,1404093,390746,1126289,1049637,186947,441907,52752,1452755,786738,223231,422497,1691671,38319,2411092,3585518,665677,1036996,1687199,99750,761574,331284,5906553,808664,5060037,37852,0,55334372,51529,55282843,11921671,7652421,6957249,120401763,73015762,3018428,69932249,65085,0,47386001,17808209,1375555,28202237
Minnesota,2019,140,57946,329523.9,78132647,64647825,12630363,12630363,0,0,52017462,37983112,9738169,11711791,6495743,5216048,935632,98868,626533,151412,3403603,12400060,1711659,867317,1554116,14034351,9102996,2667807,2071393,194238,2028005,182939,394414,101329,15005,97878,347323,316720,1203894,349594,1398086,4931354,1191611,329006,68482,3342256,2748868,866722,1647254,101822,133070,324881,10411073,774670,9570319,66084,0,72273071,640,72272431,54950781,7860235,5680861,2179374,1512874,1847531,6101010,19315540,72272431,62745771,7354157,55391614,19802738,2396967,4959276,326767,13660748,2068915,1182714,254508,17039955,710269,13688638,2641049,1914664,26426,1460663,68160,21311,5040165,2906166,585627,63723,57684,2379207,534862,1171933,28687,199615,950278,138601,1321341,270644,1147562,1037027,199065,431925,26245,1628777,830391,284323,610747,1724788,24661,2159135,3128944,499181,894098,1506227,96918,631700,296706,6101010,775076,5261537,64397,0,54923265,62963,54860301,12156643,4712755,5347990,127490110,75598917,3130612,72446127,22178,0,51891192,18192283,1421657,32277253
Mississippi,2013,4,34259,102317.4,30030775,24518444,7969228,7969228,0,0,16549216,10226522,2655587,4680103,3191683,1488420,420492,41787,150277,66737,809127,1755424,415980,151627,567801,6322694,5237358,1132050,945371,49582,3220593,2740,50437,226,37915,37780,36761,31847,223140,142395,321474,1085336,198119,11096,27760,848361,877428,274576,447647,153630,1575,282183,4352720,546401,3801110,5209,0,27497697,0,27497697,21663581,2502410,1946182,556228,280525,562931,2488250,7525478,27497697,23872561,2394036,21478525,7317981,530592,2572748,243437,4309422,285801,435811,55074,5423912,58556,4877035,488321,3534346,180640,454186,80982,10088,1642902,896222,76639,1243,56323,673557,260761,524308,38483,92227,297914,28506,251222,65733,287176,278015,132697,180465,10550,350827,252424,195577,245527,523232,6056,799597,909916,108374,306312,437699,150252,15653,226970,2488250,350593,2137657,0,0,14263855,33304,14230551,1689408,1822606,2343610,34884551,22180976,1006338,21174638,0,0,12703575,2718327,656423,9328825
Mississippi,2014,2,34896,104255.5,31131322,24564129,7621594,7621594,0,0,16942535,10474231,2735244,4812137,3304632,1507505,417762,42402,146050,60911,840380,1667344,526302,154677,578527,6468304,5380426,1209988,1004655,47860,3265140,2128,45824,221,37745,36606,37583,28294,229032,143645,344220,1087878,165228,9494,32569,880587,877967,279463,439790,156935,1779,292878,5396348,135117,5255582,5649,0,27799980,0,27799980,21843194,2524552,1952788,571764,308584,556435,2567215,7578198,27799980,24085492,2407192,21678300,7611640,621991,2745394,304066,4404039,316494,462207,49206,5441344,58290,4909808,473246,3541714,168574,418370,72065,4642,1587074,818432,92505,1132,64040,693225,266465,505062,15960,96683,286999,28284,223880,35610,284992,300678,147374,178258,8976,373223,250835,177399,244140,513876,6072,799973,914714,117360,325018,428036,145359,16301,232559,2567215,281323,2285892,0,0,14363807,36954,14326853,1581275,1390387,1431445,39627275,27073796,1173636,25900160,0,0,12553479,2649778,641573,9262128
Mississippi,2016,20,36021,107499.5,29456966,26662384,8751813,8751813,0,0,17910571,10782583,2947131,4892734,3297760,1594974,451025,42352,145931,66059,889607,1800053,463111,158029,521525,7127988,5849665,1336129,1162099,42965,3577320,11031,45181,945,40386,13174,33647,35933,273808,154422,327689,1278323,147191,8363,32119,1090650,867726,279179,436856,149936,1755,337971,1588885,162074,1421012,5799,0,29656273,0,29656273,23598320,2530858,1971441,559417,362966,518211,2645918,7935381,29656273,25829560,2388138,23441422,8273038,754524,3171647,417067,4581223,335067,520168,47193,6180453,50994,5740482,388977,3899751,163806,367609,112778,3670,1670797,779837,95837,1201,55886,756900,287080,497403,35046,89038,276143,29284,214871,21917,278203,316490,152024,193303,12747,438704,272804,88677,254126,482488,5702,669415,901583,142720,327108,423379,132102,18994,279212,2645918,99402,2546516,0,0,14040855,31799,14009056,1389902,1597181,1880985,39522546,26523257,1266178,25257079,0,0,12999289,2550493,600781,9848015
Mississippi,2018,10,37927,112818.1,32082853,26964427,8607680,8607680,0,0,18356746,11231842,3166191,5144515,3557752,1586763,444399,40883,139733,62064,899684,1852937,437407,158283,472509,7124904,6038609,1390012,1226872,40578,3642366,20545,44776,1023,53818,20183,40839,38603,299789,167079,319576,1086295,194480,11121,29441,851253,834255,303903,429827,99088,1437,360281,3923890,124619,3794152,5119,0,30247358,0,30247358,24087607,2319461,1787122,532339,403888,560379,2876024,8010171,30247358,26229141,2207838,24021303,8177055,647328,2972195,326244,4593726,318987,611134,58069,6264731,56959,5835268,372504,4028840,152969,464028,35341,26953,1746227,832359,94108,1329,54359,785213,299842,518389,7164,77337,319277,48240,250660,57493,305697,279959,97227,198096,9153,479999,279338,89779,266157,526120,8864,593375,845770,111622,330123,397518,98276,19853,296423,2876024,74853,2801171,0,0,14204375,50201,14154174,1509676,1434258,1954966,44929482,30990350,1352220,29638130,0,0,13939132,2766609,907299,10265225
Mississippi,2019,21,39184,116335.8,32202650,27796883,8726251,8726251,0,0,19070632,11761732,3288727,5352761,3731772,1620989,453344,41165,138722,66075,921684,1968485,494811,171469,485480,7308900,6168323,1411035,1247563,41461,3756501,10170,42848,1159,55851,32352,45645,35013,302118,166141,309489,1140577,242219,6384,22740,869234,852128,321304,412096,117140,1588,373794,3179845,115964,3058244,5637,0,30664211,0,30664211,24346247,2367555,1869834,497721,427692,569391,2953326,8108870,30664211,26575646,2257699,24317947,8328909,572921,3008666,219318,4695855,349731,624388,55032,6323315,61703,5864351,397261,4164634,220072,440653,36272,33819,1742363,870850,73565,2724,56351,784727,300687,509810,7633,78601,299913,36855,250175,54627,285905,305962,117221,192395,8650,502194,287822,93971,271918,537062,7033,609833,828163,109856,323492,377971,103334,23366,307076,2953326,61738,2891588,0,0,14480675,47923,14432752,1435854,1414377,1178525,46673737,31438769,1420366,30018403,0,0,15234968,2454279,1255327,11525363
